Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2013-12-01,998.0615,998.0615,903.0,955.0,56.2941,51414.233049,913.31477098
2013-12-02,997.8715,1031.0929,960.0,998.0716,201.3405,200898.716848,997.805790927
2013-12-03,1047.9751,1047.9751,1047.9751,1047.9751,75.0,78598.1325,1047.9751
2013-12-04,1065.4556,1149.5,1065.4556,1145.0,28.878,32964.225308,1141.49959512
2013-12-05,1129.7995,1135.0,866.0166,1030.5792,119.077,125949.835122,1057.71757033
2013-12-06,1028.154,1028.154,845.4143,872.5633,238.65,209541.487116,878.028439625
2013-12-07,833.2588,1200.0,632.3179,800.5749,659.5213,486905.102199,738.270473143
2013-12-08,717.1272,758.4713,682.2236,730.0,24.83,17560.7574835,707.239528131
2013-12-09,871.3996,945.0192,849.4235,935.7911,50.743,45580.5490951,898.262796742
2013-12-10,967.1839,1030.4413,958.4626,1023.0,78.5305,77240.189732,983.569310421
2013-12-11,1005.5855,1005.5855,890.6631,921.7788,36.343,34072.9359121,937.53779028
2013-12-12,878.9,915.0,878.8982,900.5265,13.3836,11899.560517,889.115074942
2013-12-13,911.0,954.0,909.0815,912.5525,105.8947,97320.2341345,919.028375683
2013-12-14,904.0,909.7317,889.0095,897.9491,21.7547,19530.0979629,897.7415438
2013-12-15,891.23,891.23,850.0,864.8652,108.7526,94445.3341472,868.44207998
2013-12-16,896.7568,896.7568,699.5526,704.7716,131.7469,104110.496298,790.231089295
2013-12-17,712.1686,759.8331,643.929,731.9437,181.1496,125992.218552,695.514748871
2013-12-18,668.8369,668.8369,408.739,551.377,1381.9656,803766.194887,581.6108555
2013-12-19,545.5924,716.4287,521.0,702.03,368.6754,226360.050372,613.981975397
2013-12-20,702.03,731.9597,599.0,599.0,528.7074,348210.12161,658.60648368
2013-12-21,655.4112,656.69,589.0,607.6849,191.717,120000.899756,625.927276953
2013-12-22,590.0,669.6248,590.0,622.0955,134.015,86627.2207901,646.399438795
2013-12-23,650.1816,653.2002,640.37,640.37,81.08,52663.9755845,649.531025956
2013-12-24,661.9583,668.7459,646.8166,647.3345,105.0661,69415.0289157,660.679599944
2013-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-26,680.0,741.3188,680.0,740.0,193.58,139677.961918,721.551616479
2013-12-27,757.5268,757.7469,708.9811,718.8866,178.643,129386.292262,724.272948068
2013-12-28,726.0,732.0004,701.0,701.0,138.98,100791.830512,725.225431803
2013-12-29,710.6641,714.2902,710.6641,714.2902,4.7329,3368.41151502,711.701391329
2013-12-30,735.0,740.0,730.212,737.2392,129.326,95079.1438463,735.189705444
2013-12-31,731.5,731.5,715.7193,727.7069,81.0,58434.8321604,721.417680992
2014-01-01,740.0,757.0002,733.5305,740.3044,10.419,7744.8409827,743.338226576
2014-01-02,746.2226,775.0,740.1829,775.0,125.85,94148.633566,748.101975097
2014-01-03,801.0,812.0503,801.0,812.0503,0.038,30.7474084,809.142326316
2014-01-04,806.5,806.5,801.838,801.838,8.522,6851.59444136,803.989021516
2014-01-05,839.4596,904.0,839.4596,904.0,19.267,16232.0095911,842.477271558
2014-01-06,910.0,950.0,900.0,934.55,103.479,96257.5093075,930.212983383
2014-01-07,928.6902,928.6902,791.0,791.0,96.8544,83249.0265954,859.52756504
2014-01-08,781.0,838.0473,771.0,828.5375,137.911,113561.939079,823.443663512
2014-01-09,833.7219,850.0,794.9268,850.0,293.0685,236260.489865,806.161323599
2014-01-10,832.9786,834.7482,832.9786,834.7482,1.988,1657.7098216,833.858059155
2014-01-11,899.0,900.2737,895.0,896.8812,12.01,10788.5508886,898.297326276
2014-01-12,892.0,892.0,888.1,888.1,4.0,3560.2,890.05
2014-01-13,846.5898,857.2822,818.3995,818.3995,58.993,50002.4752871,847.600143866
2014-01-14,827.8434,833.4096,815.1179,826.8549,140.1797,115845.470076,826.406891126
2014-01-15,835.5475,842.1929,833.7445,839.7285,50.0197,41886.184624,837.393759338
2014-01-16,847.0625,847.0625,822.4162,824.0,204.3613,169744.951002,830.612014124
2014-01-17,820.0,820.6913,789.0,789.0,67.938,54632.7031103,804.155304988
2014-01-18,810.0,815.0,799.0,800.0,147.7,118854.066417,804.699163285
2014-01-19,819.0,830.0,814.2322,830.0,134.57,110834.257889,823.617878346
2014-01-20,831.0122,831.0122,795.2284,823.3505,146.2263,119285.031994,815.756344745
2014-01-21,810.0,824.7234,794.2135,810.0,372.5136,303151.31591,813.799324133
2014-01-22,807.0,807.0,807.0,807.0,1.0,807.0,807.0
2014-01-23,819.0,820.0,804.2778,816.2094,256.9225,209201.773964,814.260230083
2014-01-24,800.0,800.0,773.1783,781.8665,361.1331,286442.439598,793.176918975
2014-01-25,795.8311,810.0,789.437,810.0,224.8369,180053.285256,800.817326941
2014-01-26,804.1815,823.9158,731.0,809.6502,147.5641,119712.436071,811.257182956
2014-01-27,810.9426,810.9426,757.0,760.2855,744.1812,588760.640915,791.152263609
2014-01-28,779.78,812.0354,770.0,795.0,563.3364,445965.636039,791.65066564
2014-01-29,788.9945,800.0,783.5677,800.0,129.7087,103532.67069,798.193727097
2014-01-30,794.371,803.9477,785.3701,803.9477,266.98,213992.598695,801.530446833
2014-01-31,801.6731,803.2949,791.8,800.0,217.2748,172975.474674,796.113836829
2014-02-01,801.9299,814.6498,801.9299,814.6498,9.9649,8054.60839859,808.297965719
2014-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-03,806.7769,814.1156,801.6685,810.0,136.002,110105.512815,809.587453238
2014-02-04,810.7958,813.2346,808.27,813.0,119.147,96805.2171771,812.485561341
2014-02-05,807.0,808.0,791.0,791.0,326.8266,262080.24,801.893848298
2014-02-06,793.0,793.0,768.0,771.5532,163.2892,127536.492849,781.046712511
2014-02-07,750.27,755.0519,677.0,720.0,281.902,204899.142173,726.845294369
2014-02-08,700.0,716.4486,690.0,690.0,46.4,32378.01676,697.802085345
2014-02-09,702.5919,720.0,702.5919,710.0,98.3943,70505.934933,716.565237347
2014-02-10,720.0,739.0,642.0,706.3216,108.9322,74805.5194139,686.716319086
2014-02-11,739.0,761.6646,653.2608,658.8722,129.412,91468.5184926,706.800903259
2014-02-12,691.1288,691.1288,650.0,685.0,63.325,42443.8239806,670.253833093
2014-02-13,671.9353,671.9353,630.0,634.2556,39.802,25432.8501044,638.98422452
2014-02-14,622.0,724.0,565.2,682.0,462.5074,282190.464225,610.131782161
2014-02-15,652.8892,655.69,650.0,653.3833,16.12,10527.8978558,653.095400482
2014-02-16,650.0,650.0,608.0,608.0,107.7411,69195.8084386,642.241525645
2014-02-17,626.0,663.85,626.0,663.85,29.043,18807.0213009,647.557803977
2014-02-18,660.0,660.0,622.0,628.0,51.429,33402.893,649.495284762
2014-02-19,634.1766,637.9856,628.0,630.41,101.5285,64098.8596268,631.338585981
2014-02-20,633.0,633.0,574.8141,578.8766,39.6369,23639.7915135,596.408687699
2014-02-21,565.2,591.5,548.5109,568.0,55.6735,31868.9956991,572.426660783
2014-02-22,587.6119,602.77,563.7422,595.217,3.2891,1927.16756192,585.92549996
2014-02-23,597.7305,624.0523,597.7305,619.0,17.61,10939.7245775,621.222292876
2014-02-24,597.27,597.27,562.4307,562.4307,14.4705,8552.26679592,591.013910778
2014-02-25,554.0,567.0,425.0,515.0,1912.4878,977144.955863,510.928726376
2014-02-26,548.6663,594.4702,544.0,582.0,723.4957,411787.78557,569.164109158
2014-02-27,592.5332,592.5332,565.72,579.0,7.0086,4015.37601423,572.921270187
2014-02-28,575.4764,590.3005,544.8857,565.0,338.3882,190167.914291,561.981517947
2014-03-01,565.0,571.7731,560.0,568.2092,59.6987,33781.4446053,565.865665506
2014-03-02,570.9,583.4914,560.0,560.62,8.1191,4605.0572505,567.188142836
2014-03-03,571.4977,685.0,569.7441,658.0,671.3469,433545.155673,645.784103081
2014-03-04,654.7206,675.0,652.6215,668.0,471.4982,313683.557851,665.291103658
2014-03-05,658.0,675.7971,658.0,675.0,485.9261,325117.238224,669.067247518
2014-03-06,673.4445,675.0,657.0,663.0,959.9324,639735.74635,666.438330814
2014-03-07,663.0,663.0,614.0,621.0,763.8606,482953.111589,632.252941949
2014-03-08,621.0,621.0,600.2499,614.1355,61.5678,37805.5014132,614.046651224
2014-03-09,610.4796,621.0,609.3709,621.0,52.0569,32306.634175,620.602344262
2014-03-10,621.0,621.0,612.84,615.0,120.2562,74152.163753,616.618218046
2014-03-11,615.0,615.0,613.5,615.0,46.6379,28677.788475,614.903082579
2014-03-12,615.0,650.0,615.0,650.0,856.9956,547160.582782,638.463701309
2014-03-13,633.5101,645.14,633.5101,641.99,36.7783,23629.3963426,642.482016368
2014-03-14,632.93,638.97,630.0,630.0,555.0169,352503.138482,635.121450323
2014-03-15,636.89,641.64,636.89,641.64,2.4975,1591.611225,637.281771772
2014-03-16,640.1,640.1,635.01,635.01,38.3173,24523.08623,640.000371373
2014-03-17,635.0,635.7,624.0,624.33,595.8772,376468.880534,631.789369578
2014-03-18,623.08,623.89,610.89,618.37,487.6754,301432.267512,618.100210739
2014-03-19,622.9,622.92,611.0,611.0,106.5828,65526.987851,614.798896736
2014-03-20,610.0,639.21,583.48,583.48,484.8579,293243.390296,604.802747972
2014-03-21,581.0,605.42,568.8,568.8,698.2944,403732.301044,578.169180569
2014-03-22,560.0,562.86,550.0,560.0,6.83,3813.3046,558.316925329
2014-03-23,570.3,570.3,566.2,566.2,5.026,2854.7028,567.987027457
2014-03-24,560.38,590.0,552.0,590.0,346.2047,196132.015745,566.520372904
2014-03-25,586.58,586.66,579.1,582.01,308.1039,179559.692806,582.789418784
2014-03-26,580.0,595.0,570.0,595.0,536.0653,315258.449032,588.09710129
2014-03-27,582.4,589.33,498.53,498.53,234.5899,127912.200529,545.258770855
2014-03-28,525.0,525.0,490.0,497.44,229.9231,119075.736692,517.893750963
2014-03-29,506.17,507.0,490.98,491.92,23.4455,11728.077812,500.227242413
2014-03-30,493.01,493.01,440.35,464.1,144.3807,67712.182289,468.983612692
2014-03-31,478.6,485.0,443.13,452.0,84.3706,38237.675762,453.2109024
2014-04-01,460.32,486.0,451.44,482.83,938.3674,444443.975834,473.635354163
2014-04-02,479.18,490.51,435.79,443.33,954.2131,431653.804942,452.366253347
2014-04-03,440.61,462.05,422.0,448.78,680.4155,303227.967969,445.651176331
2014-04-04,441.5,458.13,434.17,449.99,313.8001,140631.842718,448.157418427
2014-04-05,453.0,460.8,445.19,460.8,35.8082,16219.271556,452.948530113
2014-04-06,463.3,463.3,453.69,453.69,5.6026,2578.012394,460.145716989
2014-04-07,460.21,463.62,445.0,454.2,247.3092,112548.761536,455.09330642
2014-04-08,454.5,458.25,448.75,448.75,148.1736,67152.291269,453.200106287
2014-04-09,454.97,454.97,440.0,442.5,353.1445,156052.78898,441.895000432
2014-04-10,440.24,440.24,370.0,370.0,911.824,363980.889247,399.178886767
2014-04-11,355.0,427.0,325.0,416.26,2037.7893,748536.127897,367.32753867
2014-04-12,417.75,430.0,412.0,415.0,73.2022,30645.213922,418.637881402
2014-04-13,415.0,415.0,404.22,404.22,109.0153,45201.346266,414.633049361
2014-04-14,403.15,464.0,403.15,459.0,733.2703,318842.968633,434.823241352
2014-04-15,453.36,515.0,453.36,515.0,750.7009,357917.180962,476.777343629
2014-04-16,510.0,522.79,499.0,522.25,759.9618,391493.646438,515.149112019
2014-04-17,519.55,522.25,491.0,500.71,346.5063,171778.975364,495.745605099
2014-04-18,499.39,504.37,483.57,490.54,418.7689,207857.375804,496.353420237
2014-04-19,488.17,510.0,484.71,505.0,40.5264,20321.771577,501.445269676
2014-04-20,510.0,512.45,510.0,512.45,151.505,77483.69725,511.426667437
2014-04-21,509.0,510.0,495.77,497.0,655.366,328231.412861,500.836803955
2014-04-22,499.5,501.0,488.0,488.0,223.9648,111361.218809,497.226433837
2014-04-23,494.86,494.86,480.0,490.21,497.3703,242642.005402,487.849808085
2014-04-24,486.0,497.5,480.0,497.5,494.0354,241678.153447,489.191975812
2014-04-25,493.08,494.37,446.22,460.0,425.0843,197276.226821,464.087304144
2014-04-26,467.35,470.49,453.86,459.0,40.859,18797.475068,460.057149416
2014-04-27,460.0,460.5,441.45,441.45,72.3192,32978.270741,456.009894205
2014-04-28,434.0,448.0,433.0,448.0,859.3695,378412.490761,440.337352863
2014-04-29,438.72,450.0,431.54,434.0,886.5882,395637.966593,446.247724246
2014-04-30,446.0,450.0,440.5,448.27,625.3196,278341.67996,445.119071847
2014-05-01,450.81,463.0,450.78,459.0,930.1335,423109.383852,454.891027849
2014-05-02,459.01,459.63,447.0,453.5,905.8276,408256.48977,450.699989457
2014-05-03,452.0,452.0,432.61,440.54,70.356,31204.569252,443.523924783
2014-05-04,439.53,440.63,430.87,430.87,15.5419,6787.376347,436.71470972
2014-05-05,436.41,439.88,426.5,427.01,1146.1369,491221.978253,428.589270839
2014-05-06,426.55,431.5,419.77,430.0,970.1688,416601.408208,429.41126143
2014-05-07,430.0,448.72,425.89,438.0,845.4001,370164.392806,437.857048758
2014-05-08,440.0,447.0,439.51,442.8,1011.1079,447546.024396,442.629341929
2014-05-09,440.0,452.01,439.49,446.0,1159.6499,519477.852477,447.960934138
2014-05-10,452.0,452.25,449.1,451.1,592.8952,267561.101502,451.278913208
2014-05-11,449.63,449.63,430.55,432.0,463.0965,202618.630601,437.530040933
2014-05-12,434.55,441.0,433.0,440.0,1216.8999,531731.126217,436.955518048
2014-05-13,439.0,439.0,433.68,437.25,1258.2951,547298.762852,434.952629834
2014-05-14,437.25,444.0,432.0,444.0,1553.4737,680831.479582,438.263923993
2014-05-15,440.0,442.0,438.0,441.99,218.5612,95869.544675,438.639359022
2014-05-16,442.0,443.0,442.0,442.28,478.607,211813.4823,442.56244121
2014-05-17,443.0,443.0,435.37,441.97,101.8396,44936.028704,441.243177546
2014-05-18,438.0,438.75,436.27,438.75,1.16,507.94705,437.885387931
2014-05-19,434.75,440.0,423.75,438.97,1161.1697,502316.768269,432.595483906
2014-05-20,440.0,480.0,440.0,475.95,1835.9503,848346.970885,462.075128551
2014-05-21,480.0,480.0,475.79,477.65,1132.1174,540572.698515,477.488199117
2014-05-22,476.55,507.0,475.75,502.3,1639.6272,817864.482474,498.811243479
2014-05-23,507.0,529.79,500.8,509.55,1543.0042,789430.964032,511.619452515
2014-05-24,500.0,505.0,500.0,502.3,631.0585,316196.343,501.057101679
2014-05-25,507.83,572.0,507.83,566.15,573.5444,307637.156476,536.378973408
2014-05-26,569.0,580.1,563.2,575.0,564.7557,322772.482192,571.525851252
2014-05-27,575.59,580.02,557.66,570.0,1224.3457,696652.671341,568.999973897
2014-05-28,570.0,580.04,563.41,577.01,1024.0574,584259.292945,570.533734676
2014-05-29,570.0,575.01,567.88,572.99,1157.4631,663760.898183,573.461821965
2014-05-30,590.0,629.0,590.0,629.0,1156.411,710131.107612,614.081937661
2014-05-31,621.0,635.6,618.62,635.6,908.7494,574608.418357,632.306792562
2014-06-01,638.0,687.35,625.0,646.5,1150.3692,772011.94664,671.09928416
2014-06-02,647.06,675.0,623.94,669.5,1183.7702,759327.76216,641.448620822
2014-06-03,673.07,693.89,665.0,682.88,1107.2875,758310.76665,684.836383189
2014-06-04,681.25,681.25,640.0,652.29,1260.0561,827798.26968,656.953503642
2014-06-05,651.83,670.0,650.0,663.25,993.9682,659232.441224,663.232929609
2014-06-06,661.0,666.0,654.65,655.0,1170.2331,772876.039817,660.446230599
2014-06-07,646.75,663.0,646.75,663.0,984.4759,651511.549658,661.785168797
2014-06-08,664.85,668.2,660.0,662.35,620.6465,409893.8096,660.43038928
2014-06-09,663.93,663.93,653.0,653.73,1199.1989,788527.679636,657.545366024
2014-06-10,653.97,663.0,647.0,653.64,989.1046,649973.376209,657.133104233
2014-06-11,657.25,657.25,637.1,637.1,1088.3791,707585.350564,650.127653649
2014-06-12,636.0,640.1,569.09,590.01,1233.3909,768519.769568,623.095054105
2014-06-13,586.93,615.58,570.0,582.59,2153.4566,1247053.44495,579.093836832
2014-06-14,584.0,584.48,545.33,554.37,1199.8603,661911.317465,551.656986622
2014-06-15,565.0,571.78,549.31,571.0,1113.7913,617901.952842,554.773549445
2014-06-16,580.85,601.0,580.0,580.0,1055.64,617694.465447,585.13741943
2014-06-17,578.85,614.25,577.02,614.25,1141.1255,686434.88686,601.541974884
2014-06-18,615.5,621.08,603.79,611.5,1213.2842,739733.057107,609.6947913
2014-06-19,608.01,613.75,600.26,602.0,1260.7254,766782.952295,608.207744759
2014-06-20,595.86,603.0,591.0,601.0,1002.0658,601390.714731,600.150922954
2014-06-21,597.32,601.61,592.21,601.61,778.9171,466249.221994,598.586450335
2014-06-22,605.0,620.0,605.0,607.8,775.7515,473038.5122,609.780982957
2014-06-23,609.65,609.66,592.5,599.25,894.8674,535248.420319,598.131544762
2014-06-24,595.87,595.87,585.0,587.28,717.1274,426060.081586,594.120489032
2014-06-25,585.0,585.0,568.07,568.07,1045.7741,602489.33911,576.118053708
2014-06-26,573.5,578.75,572.0,577.9,736.0811,422233.49852,573.623610931
2014-06-27,582.73,606.18,582.0,606.18,2412.4045,1433099.19568,594.054270617
2014-06-28,602.54,610.47,600.1,600.1,583.5381,351997.81763,603.213085195
2014-06-29,603.04,606.98,601.0,603.65,458.9625,277465.306968,604.548970707
2014-06-30,605.53,646.0,605.53,640.01,1710.8007,1063216.12389,621.472813224
2014-07-01,650.0,662.0,643.9,650.77,1468.4655,956830.261489,651.585114862
2014-07-02,650.58,654.91,641.0,647.9,1161.1315,748980.70107,645.043822401
2014-07-03,649.46,652.0,640.72,643.62,812.6917,524006.649125,644.779132265
2014-07-04,649.98,650.0,628.51,632.24,573.2123,366324.923396,639.073731314
2014-07-05,635.0,636.0,630.0,630.0,500.7086,317162.42009,633.427147227
2014-07-06,634.6,636.81,630.49,633.25,449.6411,285224.843582,634.338906257
2014-07-07,630.5,635.0,615.0,624.0,1071.6271,669844.54374,625.072419072
2014-07-08,623.26,626.0,611.06,618.5,729.3115,451968.827652,619.719869565
2014-07-09,620.7,624.7,616.25,620.24,868.7371,538640.370183,620.026899027
2014-07-10,618.5,620.0,608.5,610.0,1240.8294,759254.171551,611.892474139
2014-07-11,610.0,625.5,609.91,625.5,699.7548,432673.310757,618.321318778
2014-07-12,625.07,630.0,623.0,626.0,744.0335,466155.631312,626.525057423
2014-07-13,626.0,626.0,621.51,624.0,798.3051,497723.145978,623.474841859
2014-07-14,621.72,624.0,616.0,622.4,1011.1415,629472.859432,622.536864951
2014-07-15,621.33,624.0,617.9,620.87,942.4037,587121.99305,623.004762237
2014-07-16,620.0,631.68,614.04,621.04,1197.171,744425.867879,621.820832512
2014-07-17,622.0,631.14,619.0,627.6,2887.0096,1814594.5625,628.53776534
2014-07-18,626.41,627.46,616.75,627.46,1018.2833,630649.700919,619.326371079
2014-07-19,627.17,627.17,618.0,625.25,1259.6577,783273.490868,621.81455396
2014-07-20,623.25,623.25,617.0,618.91,1075.2699,666508.531066,619.8523097
2014-07-21,621.0,621.75,605.0,619.79,2363.1027,1455847.38817,616.07453124
2014-07-22,620.0,624.0,605.54,612.59,1057.5717,653165.288279,617.608516074
2014-07-23,611.96,618.6,609.98,617.21,1743.2693,1068741.15544,613.067158037
2014-07-24,616.84,616.86,593.2,600.31,1756.3782,1055864.77965,601.160262435
2014-07-25,600.93,605.33,595.0,598.0,1126.7962,674723.98872,598.798601486
2014-07-26,598.96,598.96,590.15,594.0,1239.8172,736884.326172,594.349171936
2014-07-27,594.29,595.0,589.99,590.5,855.9631,506693.703037,591.957413862
2014-07-28,585.0,587.99,571.0,586.38,1475.5384,860042.269376,582.866748419
2014-07-29,579.99,585.71,566.23,575.0,1413.4274,817449.246563,578.345408164
2014-07-30,575.37,575.83,550.0,551.0,1308.1905,742306.3887,567.429887849
2014-07-31,554.0,586.0,553.5,579.04,1108.1911,631487.488479,569.83627506
2014-08-01,578.0,606.1,100.0,594.92,2063.0331,886704.656137,429.806315825
2014-08-02,593.31,593.31,583.68,587.75,984.122,577972.35769,587.297466869
2014-08-03,583.86,583.86,578.34,582.06,618.15,358795.130855,580.433763415
2014-08-04,583.14,587.81,581.11,581.11,932.8384,545980.122017,585.289072595
2014-08-05,581.95,583.99,574.19,574.95,982.54,571068.525758,581.216567018
2014-08-06,575.25,583.7,574.26,577.5,946.0883,547518.209641,578.717874052
2014-08-07,577.51,583.35,577.51,582.25,1198.7264,697697.699328,582.032479912
2014-08-08,582.93,587.63,582.93,586.41,818.5465,479553.132095,585.859364245
